,list_price,bathrooms,sqft,parking,mean_district_income,district_code,final_price_transformed,final_price_log,bedrooms_ag,bedrooms_bg
0,870000,2,850.0,1,56526,76,2.391687120704283,13.658856747918897,2,1
2,549900,1,550.0,0,57039,104,2.3900530308108943,13.217673557208654,1,0
3,600000,1,650.0,1,70623,82,2.3907932372018963,13.407542319637992,1,1
5,289000,1,250.0,1,44101,18,2.3882793214283837,12.815838217151068,0,0
6,2798000,5,2750.0,2,169203,103,2.3947694789531435,14.808762330974558,4,0
7,199000,2,1100.0,1,27984,25,2.384951242993873,12.206072645530174,3,0
8,954900,2,1300.0,1,85340,99,2.392118320431938,13.790192749979983,2,0
9,269900,1,650.0,1,29573,132,2.386692789300629,12.505806799006097,1,0
11,1399900,5,3250.0,4,35047,119,2.3934305192555474,14.24077829336862,4,2
12,1990000,4,2750.0,2,63012,71,2.394373690146053,14.626440774180605,3,1
13,2150000,3,1750.0,2,100516,40,2.394215899700546,14.557447902693651,4,0
14,369000,1,250.0,1,52787,14,2.388139709727693,12.7868906411162,0,0
15,679900,1,1100.0,1,67757,42,2.390736294028498,13.39239051461739,3,1
17,629990,2,750.0,1,54438,17,2.3906491247303663,13.369379693130094,2,1
20,299000,1,750.0,1,31692,126,2.387667952652459,12.691580461311874,1,0
21,798000,2,900.0,2,54438,17,2.391687120704283,13.658856747918897,3,0
22,469000,1,650.0,1,38527,31,2.3894671553391755,13.077366011473591,1,1
23,739000,2,1100.0,1,53583,75,2.3913488023338427,13.560618308335483,2,0
24,579000,1,900.0,1,34059,111,2.390231613543553,13.262125319779487,2,0
26,409999,1,1100.0,1,29958,27,2.388752216418073,12.916568464424731,2,0
28,559900,1,750.0,0,35207,85,2.39008965673556,13.226723392728571,2,0
29,729000,3,1750.0,1,34168,26,2.391111106640755,13.493926933836812,3,0
30,1249000,2,1750.0,0,50694,81,2.3928490718851783,14.03062193758122,3,0
31,625000,2,850.0,1,63012,71,2.390557802484917,13.34550692871854,2,0
32,1500000,4,2374.0,2,39740,93,2.3929842806890016,14.077874822431763,3,0
33,650000,2,850.0,1,44576,37,2.3905883847744755,13.353475098367715,2,1
35,1189000,4,1300.0,2,46206,65,2.3929842806890016,14.077874822431763,3,1
36,778800,2,1300.0,1,39740,93,2.3912446103365474,13.531156275605168,3,0
37,510000,1,650.0,0,53583,75,2.389675621232747,13.126355398673866,1,0
38,649000,2,850.0,1,57039,104,2.390592432386129,13.35453168284284,1,1
39,749900,2,950.0,1,39740,93,2.391303030944816,13.547631112808672,3,0
40,689900,2,1300.0,1,62378,12,2.3908212559471185,13.415032991367148,2,1
41,369000,1,250.0,1,32913,139,2.388036379511177,12.765688433465597,0,0
43,469900,2,1100.0,1,35786,43,2.3893244675658982,13.044401835934616,3,0
44,1189999,4,2750.0,2,54324,62,2.3926508042198997,13.962971482622224,3,1
45,719000,2,850.0,1,32648,74,2.3910094213123414,13.465953081794405,2,0
46,355000,1,750.0,1,31383,125,2.3880987494478543,12.77846362495432,1,1
47,1179000,2,1300.0,2,54324,62,2.3925620458262067,13.933293593620656,3,1
49,635000,1,650.0,0,70600,77,2.3905883847744755,13.353475098367715,1,0
50,1569000,4,2250.0,2,54438,17,2.3934391507815933,14.244040939003437,4,0
51,548000,1,550.0,0,53583,75,2.39000545540522,13.205968961259126,1,0
52,418800,2,1100.0,1,30827,115,2.388808201890503,12.928778628331663,2,1
54,899000,3,1750.0,2,112766,95,2.392801925109618,14.01436141670944,3,1
55,619000,1,650.0,0,70600,77,2.3905731367832224,13.349498949988076,1,0
56,289000,1,650.0,1,28654,44,2.3874270254040817,12.644327576461327,1,0
57,438000,1,250.0,0,70600,77,2.3893943424263626,13.06048797368624,0,0
58,489900,1,250.0,0,70600,77,2.3894536349735773,13.074223002076394,0,0
59,799900,2,850.0,1,70623,82,2.391594594649133,13.631587719803344,2,0
60,589900,2,1300.0,2,31825,128,2.390279656255612,13.274225726713574,2,1
61,719000,2,850.0,1,32648,74,2.3911135977468203,13.49461635130638,2,0
62,825000,2,1300.0,2,123077,39,2.391459658356962,13.592367006650065,1,1
63,349900,1,750.0,1,28085,130,2.3881056101969453,12.779873068457553,1,1
64,445000,2,950.0,1,33256,127,2.3888413332954404,12.936033799212836,2,0
65,559900,2,1100.0,1,31826,117,2.390075062673852,13.223113280504473,3,1
66,490000,2,950.0,1,45212,50,2.389252968725087,13.028052697933088,1,0
67,1449000,2,1900.0,1,53803,70,2.393191042502782,14.151982794585487,2,1
68,619500,2,1300.0,1,28654,44,2.390366742450246,13.296316684527769,2,1
69,529000,2,550.0,1,36359,53,2.39001593011427,13.208541073645382,1,1
71,1395000,2,2124.0,2,114174,97,2.3932298948877806,14.166167429577444,3,0
72,799000,2,1300.0,1,51181,33,2.39127982610651,13.541073712262516,2,1
73,578000,1,650.0,0,70600,77,2.390266013629588,13.270783382522602,1,0
75,559900,3,1300.0,1,31771,1,2.39001593011427,13.208541073645382,3,2
77,404901,2,1100.0,1,26548,2,2.388613783824835,12.88664104388326,2,1
79,768000,1,750.0,1,70600,77,2.39127982610651,13.541073712262516,2,0
82,529000,1,550.0,0,58915,73,2.3897419972610723,13.142166004700508,1,0
85,799900,1,750.0,1,56526,76,2.3913937445815328,13.573438996764546,1,1
86,378000,1,650.0,1,31692,126,2.3882793214283837,12.815838217151068,1,0
90,539000,1,750.0,1,71204,87,2.3899402616859,13.190022025878145,1,1
91,374888,1,250.0,0,45737,84,2.3887634912170586,12.9190224533863,1,0
92,369998,1,1100.0,1,31826,117,2.388240013675312,12.80765263256463,3,1
93,608000,4,1100.0,1,37379,47,2.3903864571888382,13.301346032932768,3,0
94,405000,1,750.0,1,123077,39,2.3890743459624977,12.987688474077729,1,1
95,589000,2,650.0,0,54460,94,2.390326887250568,13.286181462633724,1,1
100,465900,1,550.0,0,38527,31,2.389657948751557,13.122163357401664,1,0
101,550000,1,250.0,0,70600,77,2.3899783440502302,13.199324418540456,1,0
102,899000,2,1300.0,3,99055,10,2.391726256959768,13.670484785914017,3,0
104,1298000,3,1750.0,1,46206,65,2.392789967031969,14.010254634756786,3,2
106,358000,2,1100.0,1,36674,6,2.3878936215701083,12.736700896592344,3,0
108,799000,5,1750.0,4,29528,22,2.391415912725925,13.579788224443204,4,3
110,399900,2,1100.0,2,36346,46,2.3892045349827846,13.017040638810718,3,0
111,479900,1,650.0,1,52787,14,2.389494016599054,13.0836225490879,1,1
112,679000,2,950.0,2,52035,52,2.3907932372018963,13.407542319637992,2,0
113,650000,1,650.0,0,70600,77,2.3908764146746,13.42984807715229,1,0
114,548800,1,550.0,0,70600,77,2.3900308280362523,13.21220408140412,1,0
115,369900,1,550.0,1,52787,14,2.3890020410433643,12.971540487669746,1,0
117,650000,1,750.0,1,70623,82,2.39067810572751,13.37700559577791,2,0
119,399900,1,550.0,1,54324,62,2.389398944545083,13.06155123800757,1,0
121,949000,2,1750.0,2,50580,86,2.391986813187592,13.74937075545973,3,1
123,499000,2,1100.0,1,32291,135,2.38970068674779,13.132313708257495,3,0
125,999900,2,1100.0,1,92580,63,2.3921215941132847,13.791217865395229,2,0
127,1050000,2,950.0,1,308010,41,2.3922301486915907,13.825460888817442,2,1
128,549000,3,1500.0,1,31825,128,2.3904955853134893,13.329377546788654,3,0
129,599900,1,650.0,1,53803,70,2.3903335696327432,13.287877815881902,1,1
131,599300,2,750.0,1,207903,98,2.3914026357797185,13.57598352739954,2,0
132,484900,1,550.0,0,70600,77,2.389485089277855,13.081541382884074,1,0
134,1999900,6,3250.0,6,45936,34,2.3939939964631414,14.463660372593484,4,3
136,395000,2,1100.0,1,28085,130,2.3887295486428104,12.911642346088676,2,0
137,1039900,2,850.0,1,70600,77,2.392118320431938,13.790192749979983,2,0
140,3250000,5,4250.0,6,99055,10,2.395112192729707,14.978661367769956,4,2
141,675000,1,850.0,1,70600,77,2.390808404244522,13.41159424984596,1,1
142,219900,1,650.0,1,27984,25,2.385501695322653,12.29682700879864,1,0
144,499900,1,550.0,1,58915,73,2.3904639365749127,13.321214236149494,1,0
145,499000,1,750.0,0,37422,78,2.3898704265004587,13.173056491719846,2,0
146,2299999,5,2750.0,4,64140,16,2.3943227908284697,14.603967918328545,4,1
147,399000,1,550.0,0,44576,37,2.3891350279011765,13.001325049027272,1,0
148,565900,2,750.0,0,45737,84,2.3901686127302657,13.24634935718532,2,0
150,478000,1,850.0,1,34059,111,2.389444587851685,13.072122160967584,1,0
151,425000,1,650.0,1,28654,44,2.3891048334696143,12.994530005894443,1,1
153,434900,2,1100.0,1,28654,44,2.3890020410433643,12.971540487669746,3,0
154,749000,2,1100.0,0,56526,76,2.391075973609016,13.484224848030362,2,0
157,465000,2,950.0,1,31825,128,2.3890538557298404,12.983101310070822,2,0
158,549900,1,750.0,0,58915,73,2.3903067432850102,13.281075068559147,1,1
159,1399900,2,2750.0,5,52787,14,2.393005957346116,14.085537695177337,5,0
160,497999,2,1300.0,1,32997,113,2.389683999932326,13.128345449081875,3,0
161,979000,2,850.0,1,56526,76,2.392095270711634,13.782987366258714,2,0
163,1528800,3,1900.0,2,37379,47,2.3933016207832694,14.19257619155074,2,1
164,685000,1,850.0,1,70600,77,2.390837925413741,13.419500608626866,1,1
165,559000,2,1300.0,1,34904,36,2.390023388739161,13.210374254727045,3,0
166,724999,1,650.0,0,70600,77,2.391111106640755,13.493926933836812,1,1
170,552000,2,1100.0,1,45212,50,2.3900530308108943,13.217673557208654,2,1
171,489900,2,1500.0,1,38255,13,2.389538261991175,13.093963902882631,3,1
172,449900,2,1300.0,1,30731,21,2.3891048334696143,12.994530005894443,3,0
173,494900,1,750.0,1,52787,14,2.38954703373407,13.096019402064726,1,1
174,409000,2,1500.0,1,31826,117,2.388394571305553,12.840000466430148,2,1
177,750000,2,850.0,1,53583,75,2.391184798483604,13.514405465180351,2,0
179,459900,2,1100.0,1,39003,23,2.3892998684587683,13.038764353528014,3,0
180,455000,2,950.0,1,37379,47,2.3891048334696143,12.994530005894443,2,0
183,630000,2,1500.0,2,67757,42,2.39021773461745,13.258640995696876,2,1
184,499000,1,650.0,1,35207,85,2.39008965673556,13.226723392728571,2,0
185,799888,2,850.0,1,58915,73,2.3916271843916106,13.641157170819495,2,0
186,498000,2,850.0,1,33256,127,2.390132995586216,13.237476184504834,2,1
188,1849000,5,2750.0,1,111730,105,2.3938567980397107,14.407455233015057,3,1
189,399800,1,750.0,1,28875,55,2.3888413332954404,12.936033799212836,1,0
190,745000,2,850.0,1,54438,17,2.391160471429336,13.507625778194974,2,1
191,429800,1,550.0,1,37108,29,2.388922161959297,12.953826375580991,1,0
193,499900,1,550.0,0,53583,75,2.389963171284428,13.195613839143922,1,1
194,333289,1,550.0,1,31771,1,2.3878050785801705,12.718896271958837,1,0
197,729000,2,1700.0,1,40442,48,2.390962319431209,13.453104939316557,3,0
199,396000,1,750.0,1,29573,132,2.3885543322033955,12.873902018105827,1,1
200,528900,2,650.0,1,36359,53,2.3897583611628126,13.146079904021644,1,1
201,769000,3,1300.0,1,42516,45,2.3910860609763263,13.487006490992238,3,0
203,533900,3,1300.0,1,52787,14,2.3898704265004587,13.173056491719846,3,1
204,439000,1,550.0,0,36359,53,2.3890538557298404,12.983101310070822,1,1
205,499900,1,550.0,0,70600,77,2.389862562552923,13.17115354157376,1,0
206,698800,2,1100.0,1,36359,53,2.390837925413741,13.419500608626866,2,0
207,1079000,3,1300.0,1,54324,62,2.3931109264902584,14.122995257712237,3,1
209,427900,2,1100.0,1,30033,138,2.3890020410433643,12.971540487669746,2,1
210,998000,3,1750.0,2,41717,92,2.3922580204680104,13.834332312204864,4,1
212,615000,3,1500.0,2,39556,131,2.390444770363275,13.316284070041636,3,1
213,1199000,2,1300.0,4,62378,12,2.392917807567273,14.054527458434777,3,1
214,419000,2,650.0,0,45737,84,2.388884984388637,12.945626198904275,1,1
215,339000,1,750.0,1,31826,117,2.3878643547995737,12.730801174465157,1,1
216,689000,2,650.0,1,56526,76,2.3907073584091303,13.38472764187182,1,1
220,499900,1,550.0,0,50757,79,2.390415768032813,13.308842944346948,1,0
221,699900,1,550.0,0,70600,77,2.390764918403415,13.399995114002609,1,1
222,499900,2,950.0,1,72371,38,2.3902037868917096,13.255144488638146,2,0
226,619000,1,550.0,1,44576,37,2.3905081429271413,13.332624302887524,1,0
227,628000,2,850.0,1,52035,52,2.39039952267644,13.304684934198283,2,1
228,339900,1,950.0,1,31826,117,2.3878775551247307,12.733460357595142,1,1
229,279800,1,750.0,1,31692,126,2.387410377543524,12.641096555879882,2,0
230,519900,1,750.0,1,54438,17,2.3897337811768984,13.14020329553266,1,0
232,574500,2,1300.0,1,62378,12,2.3901932805966983,13.252514061869372,3,0
233,999900,2,1300.0,2,53803,70,2.3926278840211364,13.955272500339431,3,0
234,562000,2,850.0,1,33256,127,2.390140154910341,13.239257128875828,3,0
235,449900,1,750.0,1,31771,1,2.3891896389431344,13.013663960480988,2,0
236,389900,1,650.0,1,31771,1,2.3887009899058538,12.905450375840756,1,1
238,999000,2,1300.0,2,54360,122,2.3923807133862725,13.87377946608825,2,2
240,435000,1,550.0,1,26793,121,2.38903840026426,12.979647075202733,1,1
242,689900,1,650.0,0,70600,77,2.390848980022168,13.422467969854669,1,1
243,615000,2,750.0,1,54438,17,2.3904955853134893,13.329377546788654,2,0
245,665000,2,950.0,1,52787,14,2.39090626461177,13.437903777984506,2,1
246,359900,2,1100.0,1,26548,2,2.388432125250841,12.84792653170257,2,0
247,1289000,4,1750.0,1,65274,106,2.392895153490743,14.04662227892766,3,0
248,399900,1,750.0,1,30878,137,2.3885543322033955,12.873902018105827,1,0
249,899000,2,1300.0,1,70623,82,2.392051831186888,13.769466619462868,3,0
252,1099000,3,1750.0,1,53803,70,2.393145378492428,14.135417777710792,3,1
253,749900,2,850.0,2,54438,17,2.3911354151053645,13.500662817439723,1,1
254,499000,3,1100.0,1,29573,132,2.389822922101593,13.16158409055761,4,0
255,529900,2,850.0,1,33256,127,2.389776257181542,13.150367573813924,2,1
256,649000,1,750.0,1,70600,77,2.390832935643897,13.418162417958058,1,0
257,549900,1,550.0,1,70600,77,2.3899555549018223,13.193753373491,1,0
258,1495000,4,2750.0,2,64140,16,2.3933419472955366,14.207552645740298,3,0
259,669900,1,650.0,0,70600,77,2.390618625126211,13.36138027787483,1,0
260,534500,3,1300.0,1,52787,14,2.389862562552923,13.17115354157376,3,1
261,769000,2,850.0,1,70623,82,2.391400415983452,13.575348001480467,2,1
264,799000,2,950.0,1,70623,82,2.391455318732417,13.591116224748411,2,1
265,888000,1,750.0,1,53583,75,2.3917639935421917,13.68175056778475,1,1
266,1550000,4,3250.0,4,41717,92,2.393473282579537,14.256986103595471,5,2
267,479900,2,1100.0,1,30033,138,2.3894309665098263,13.068962600677214,2,1
268,429900,1,550.0,0,54438,17,2.3890332315959366,12.978493006984626,1,0
269,212000,1,750.0,1,27984,25,2.385391567786677,12.2783933071098,1,0
270,819900,2,850.0,1,70600,77,2.39142692240294,13.582947784733571,2,1
272,499900,1,550.0,1,70623,82,2.3900603936443154,13.219490088135052,1,0
273,799000,2,950.0,1,58915,73,2.391691063450739,13.66002565512388,2,0
275,648800,1,1100.0,2,67757,42,2.3907073584091303,13.38472764187182,2,0
276,565000,1,250.0,0,53583,75,2.390154419561769,13.242809530480196,1,0
277,499980,1,650.0,1,45326,51,2.389884528368303,13.176472703051362,1,1
278,1289000,5,2250.0,2,41717,92,2.392801925109618,14.01436141670944,4,0
279,844900,2,1100.0,1,49709,90,2.391606867628241,13.635187003832993,1,1
280,464900,1,550.0,0,56526,76,2.389347001176959,13.049577607678676,1,0
281,459900,1,550.0,1,71204,87,2.389412709431657,13.064734264567692,1,0
283,729900,2,1100.0,1,58915,73,2.391289133923912,13.543701834668784,2,1
284,372000,1,750.0,1,28654,44,2.388132916896484,12.785491060761776,2,0
286,639000,1,850.0,1,56526,76,2.390557802484917,13.34550692871854,1,1
287,1000000,2,1100.0,1,56526,76,2.3933778776920414,14.22097566607244,1,1
289,629000,2,850.0,1,36359,53,2.3905883847744755,13.353475098367715,2,0
290,459000,2,1100.0,1,32724,35,2.389204368447152,13.017002861746503,2,0
291,480000,1,550.0,0,45326,51,2.389300818218745,13.038981768465275,1,0
292,719900,3,1300.0,6,44718,123,2.3907706064304297,13.401509118833824,2,2
293,819900,4,1750.0,4,54045,133,2.391371375493233,13.567049198665774,3,1
295,499900,2,1300.0,1,48134,32,2.3895731965838856,13.102160670086809,3,0
297,775000,2,1100.0,0,70600,77,2.391337438231363,13.557387287754038,3,0
299,429900,1,250.0,1,52787,14,2.388884984388637,12.945626198904275,1,0
300,1198000,2,1300.0,1,70623,82,2.3926278840211364,13.955272500339431,2,1
301,609000,3,1100.0,1,31826,117,2.390392997657989,13.303016877097589,3,1
302,769000,2,1100.0,0,49709,90,2.3912564039755693,13.534473028231162,2,1
303,839900,3,1750.0,3,45936,34,2.391540208519378,13.615702601347028,4,1
304,599998,1,650.0,1,71204,87,2.39070991738098,13.38540433593966,1,0
305,499000,2,650.0,1,36359,53,2.389599133483921,13.108264453024828,1,1
306,479900,2,1100.0,1,33256,127,2.389357274082206,13.051940913107783,2,1
307,299000,1,850.0,1,29573,132,2.387667952652459,12.691580461311874,1,1
308,629000,2,1100.0,1,123077,39,2.390582295881745,13.351886535682578,2,0
309,675000,2,850.0,1,71204,87,2.3908212559471185,13.415032991367148,2,0
310,1068000,3,1900.0,1,45326,51,2.3923894265394625,13.876605657324085,3,1
313,1795000,4,2250.0,2,89330,100,2.393776414281253,14.375126345899696,3,1
315,605000,2,650.0,0,45737,84,2.3903335696327432,13.287877815881902,2,0
319,389000,1,250.0,0,45737,84,2.388949365695107,12.959844447906551,1,0
320,664900,1,750.0,1,57039,104,2.3907247574524724,13.389332408258568,1,1
321,849000,3,1300.0,1,39740,93,2.3923067192047784,13.849911984681606,3,1
322,1199000,2,1300.0,1,54360,122,2.3927042627969994,13.981024996441848,2,1
325,849000,4,950.0,1,70600,77,2.3915863777776067,13.62918097977278,2,0
328,686000,1,650.0,0,56526,76,2.3908764146746,13.42984807715229,2,0
329,999800,2,950.0,1,58915,73,2.392150844965617,13.800396920154226,2,0
331,610000,2,850.0,1,45326,51,2.390431918171493,13.312983737012978,2,0
332,449000,1,850.0,1,48134,32,2.389568851890239,13.101139740952702,1,1
333,498500,1,650.0,1,54438,17,2.3895294646410563,13.09190416991962,1,0
334,529900,1,650.0,1,54438,17,2.389790818888794,13.1538620444637,1,0
335,1298000,1,1300.0,1,111730,105,2.3928490718851783,14.03062193758122,3,0
336,379000,1,250.0,0,71204,87,2.388613783824835,12.88664104388326,1,0
337,1499000,2,1500.0,1,70623,82,2.393220254778102,14.162640089059476,1,0
342,525000,1,550.0,1,70600,77,2.39039952267644,13.304684934198283,1,0
343,1550000,5,4250.0,2,51181,33,2.3932452194565283,14.171785421881667,4,1
344,509800,1,650.0,1,36359,53,2.3896587926818467,13.122363377404328,1,1
347,689999,2,1300.0,1,41717,92,2.391004229938168,13.46453363514018,2,1
348,3695000,2,2250.0,1,207903,98,2.395283414879317,15.068273526459642,1,1
349,699000,2,850.0,1,70623,82,2.391371375493233,13.567049198665774,2,0
350,599000,1,650.0,0,112766,95,2.390231613543553,13.262125319779487,1,0
352,749000,1,850.0,1,70600,77,2.391232761057883,13.527828485512494,1,1
353,848000,2,850.0,1,70600,77,2.3915781328077963,13.626768433367396,2,0
358,469900,1,650.0,1,54438,17,2.3896239941534043,13.114129572477225,1,0
359,489900,1,550.0,1,45326,51,2.389485089277855,13.081541382884074,1,0
360,798000,2,950.0,1,70623,82,2.391415912725925,13.579788224443204,2,0
361,659900,1,750.0,0,70600,77,2.3907472076451897,13.395287078880564,1,1
363,495000,1,750.0,1,29958,27,2.389717280200119,13.13626628257332,1,1
364,459000,1,550.0,0,45737,84,2.389204368447152,13.017002861746503,1,1
367,589000,1,650.0,1,70623,82,2.3907189703751364,13.38779984090879,1,0
370,509998,2,750.0,1,38255,13,2.389683999932326,13.128345449081875,2,0
371,489900,2,850.0,1,36232,120,2.3894218516414045,13.06685066747407,2,0
372,699000,2,750.0,1,70623,82,2.3909833595061465,13.458835614025542,2,0
373,399000,1,750.0,1,32724,35,2.388432125250841,12.84792653170257,2,0
375,499000,3,1500.0,1,52787,14,2.389485089277855,13.081541382884074,3,1
377,569900,1,650.0,1,112766,95,2.3903335696327432,13.287877815881902,1,1
378,449900,1,650.0,0,52787,14,2.389154997064326,13.005829561148378,1,1
379,999000,2,1100.0,0,112766,95,2.392101880384941,13.785051350479566,2,0
380,728999,2,850.0,1,54438,17,2.3910352225686973,13.473020249017498,2,0
382,539000,2,1500.0,3,31771,1,2.389901671736963,13.180632285528304,3,1
383,309997,1,950.0,1,26548,2,2.3873936531803306,12.637855061955712,2,0
385,1325000,2,1750.0,4,37379,47,2.392940210334017,14.0623706358958,4,0
388,426000,1,650.0,1,34200,118,2.3889065891910746,12.950388112664518,1,1
389,399900,2,1100.0,1,36346,46,2.3896587926818467,13.122363377404328,3,0
392,294500,1,550.0,1,28654,44,2.386794507350259,12.524526376648708,1,0
393,538800,1,250.0,1,89330,100,2.38992488726054,13.186276703147982,1,0
394,725000,2,950.0,1,70623,82,2.391303030944816,13.547631112808672,2,1
395,578800,1,650.0,1,45326,51,2.3901827350247418,13.249876697703288,1,1
396,818000,2,850.0,1,165047,96,2.39153648068588,13.614617615584883,2,0
397,599900,2,950.0,1,44576,37,2.390689845226352,13.380101573483037,2,1
398,648800,2,1100.0,1,67757,42,2.39067810572751,13.37700559577791,3,0
399,1120000,3,1750.0,2,46206,65,2.392452275681503,13.897090544956695,3,1
401,285000,1,850.0,2,34168,26,2.3869864039006345,12.560244459250788,2,0
402,564900,1,750.0,1,71204,87,2.390160815297014,13.244404003313354,1,1
403,434900,1,850.0,0,29958,27,2.38892804907644,12.955127458028414,2,0
405,1050000,2,850.0,1,112766,95,2.3920178420215787,13.75894020647588,2,0
408,1188000,4,2750.0,2,28085,130,2.3927192089567164,13.986096858539808,4,1
410,568800,2,750.0,1,52035,52,2.390140154910341,13.239257128875828,1,1
411,529900,1,650.0,1,54438,17,2.3897665091949407,13.148031124152906,1,1
412,799900,2,1750.0,2,30878,137,2.3914203225119657,13.581053246749793,4,0
413,599900,1,650.0,1,58915,73,2.390266013629588,13.270783382522602,1,0
414,669900,2,850.0,1,71204,87,2.3907073584091303,13.38472764187182,2,0
415,399900,1,250.0,0,71204,87,2.388949365695107,12.959844447906551,1,0
417,689000,3,1700.0,2,31692,126,2.3908764146746,13.42984807715229,3,1
418,1225000,2,1300.0,1,144642,15,2.39275367046634,13.997832114758229,2,0
419,1049000,2,1750.0,0,48511,69,2.3922456762410933,13.830399170458024,3,1
420,3950000,5,4374.0,2,112766,95,2.395435019350612,15.150511624696614,4,1
421,688000,2,750.0,1,54438,17,2.3908981574547825,13.435713196604688,2,0
422,359900,1,950.0,1,34200,118,2.388240013675312,12.80765263256463,2,0
423,389000,1,250.0,1,45212,50,2.388672178757319,12.89921982609012,1,0
424,385900,1,850.0,2,31826,117,2.388407136191421,12.842649474601725,2,0
425,469900,2,950.0,1,28875,55,2.389385117347345,13.058358047428417,2,0
426,360000,1,750.0,1,31771,1,2.388240013675312,12.80765263256463,1,1
427,599900,2,1750.0,4,31771,1,2.3910860609763263,13.487006490992238,3,1
428,499900,2,1500.0,2,52787,14,2.3893197522050134,13.043320170063875,3,0
429,449990,1,250.0,0,45737,84,2.3897419972610723,13.142166004700508,1,0
431,1098888,2,1300.0,1,70600,77,2.3922456762410933,13.830399170458024,3,0
433,849900,2,1750.0,4,32012,5,2.3915863777776067,13.62918097977278,4,0
436,839000,3,1750.0,6,31771,1,2.3916231347661774,13.639965985449344,3,2
437,449900,1,550.0,1,36359,53,2.3892606745794613,13.029809395793722,1,0
439,528000,1,650.0,0,39740,93,2.3898860910366406,13.176851562688398,1,1
440,749900,3,1300.0,1,55199,64,2.391523844130559,13.610943392223,2,0
441,694900,3,1750.0,1,34168,26,2.390903565020818,13.437174117244362,3,1
442,899800,2,1300.0,4,32815,3,2.39170676942028,13.664687668229693,3,0
443,599999,2,850.0,1,26793,121,2.390299996134792,13.279367126213993,2,0
444,360000,1,550.0,1,31825,128,2.388648945531486,12.894207284266574,1,0
445,949000,3,1300.0,2,37379,47,2.39206192976234,13.772603056952995,3,0
446,499800,2,950.0,1,39003,23,2.389551410042497,13.09704556942004,2,0
447,429900,2,750.0,1,32483,30,2.389000996051488,12.971307902484371,2,0
449,490000,2,950.0,1,34168,26,2.3896503426009743,13.120361374733656,2,1
450,399800,1,250.0,0,71204,87,2.38892804907644,12.955127458028414,1,0
452,689000,2,850.0,1,53803,70,2.390801674083457,13.4097954186009,2,0
453,579990,1,650.0,1,70623,82,2.3904955853134893,13.329377546788654,1,0
454,609900,2,750.0,1,54438,17,2.3904190056474315,13.309672475709322,2,0
457,529000,2,650.0,1,45326,51,2.389901671736963,13.180632285528304,1,1
458,684900,2,850.0,1,70623,82,2.3908764146746,13.42984807715229,1,0
459,859000,3,900.0,3,31825,128,2.391667308524418,13.652991628466498,3,0
460,468000,1,650.0,1,36359,53,2.3896503426009743,13.120361374733656,1,1
462,798000,4,1750.0,1,31786,116,2.391772382781052,13.68426227135432,4,0
463,749900,2,850.0,1,45737,84,2.391170230305108,13.510343171171474,2,1
465,549900,1,650.0,0,34597,72,2.390052293484488,13.217491722495906,1,0
467,599000,2,900.0,2,32815,3,2.3907932372018963,13.407542319637992,3,0
468,649000,2,650.0,1,58915,73,2.390695695714899,13.381645975334411,2,0
470,443900,2,850.0,1,31771,1,2.38921414952979,13.019222618484816,2,0
473,1749000,3,3250.0,4,101551,9,2.3936733536331176,14.334304351379442,4,0
476,599900,1,650.0,1,70600,77,2.390366742450246,13.296316684527769,1,0
477,798000,2,750.0,1,57039,104,2.3914509714064702,13.589863876431943,2,0
478,548888,2,1100.0,1,34904,36,2.38998590061224,13.20117455782862,2,0
479,269998,1,750.0,1,33323,136,2.386379316559514,12.449018824140564,2,0
480,525600,2,1500.0,1,48134,32,2.389662166013301,13.123163057574892,3,0
483,569969,1,550.0,0,57039,104,2.3901827350247418,13.249876697703288,1,1
484,818800,2,900.0,2,33528,91,2.391606867628241,13.635187003832993,3,0
485,599900,2,1750.0,2,33316,110,2.3904639365749127,13.321214236149494,4,0
486,785000,1,750.0,1,70623,82,2.391111106640755,13.493926933836812,1,1
487,625000,1,550.0,1,70600,77,2.390557802484917,13.34550692871854,1,0
488,519900,1,650.0,1,57039,104,2.3897583611628126,13.146079904021644,1,0
489,975000,3,1750.0,2,54438,17,2.392118320431938,13.790192749979983,3,0
490,449800,1,750.0,2,33256,127,2.389440054176116,13.071070083016778,1,1
493,1250000,1,1300.0,1,123077,39,2.3926917251781443,13.976778705560395,2,0
494,399900,2,1700.0,1,47002,11,2.3886733360973333,12.899469794845327,3,0
495,550000,1,850.0,1,70623,82,2.39039952267644,13.304684934198283,1,1
496,459900,1,650.0,1,52787,14,2.3893563416018937,13.051726297804889,1,1
497,399900,1,250.0,0,37422,78,2.3884445500200324,12.85055465410884,0,0
498,659000,2,1900.0,2,31826,117,2.390672216620901,13.37545400508649,2,0
499,410000,1,650.0,1,30878,137,2.388879560348768,12.944432168911668,1,0
501,579900,2,1300.0,1,31826,117,2.390266013629588,13.270783382522602,3,2
502,939000,2,850.0,1,53583,75,2.3919483101001213,13.737549016494562,2,0
503,599000,1,750.0,0,70600,77,2.391014602264868,13.46737051647538,1,0
505,849000,1,1750.0,0,50580,86,2.3917647574348355,13.681979165339753,3,0
506,700000,2,1100.0,1,34768,108,2.391116086421846,13.495305293806933,2,1
507,299000,1,250.0,0,53583,75,2.3881734730968667,12.793859310432293,0,0
